Purple loosestrife,49.7451,-84.1338
Purple loosestrife,45.3589,-75.9738
Purple loosestrife,43.8702,-78.7941
Purple loosestrife,44.3212,-79.3272
Purple loosestrife,44.3263,-79.3247
Purple loosestrife,44.3255,-79.3264
Purple loosestrife,44.3309,-79.329
Purple loosestrife,44.332,-79.329
Purple loosestrife,44.3319,-79.3288
Purple loosestrife,44.3319,-79.3288
Purple loosestrife,44.333,-79.3233
Purple loosestrife,44.3329,-79.3232
Purple loosestrife,44.3326,-79.3228
Purple loosestrife,44.3322,-79.3224
Purple loosestrife,44.3301,-79.3239
Purple loosestrife,44.3308,-79.3238
Purple loosestrife,44.3301,-79.3237
Purple loosestrife,44.3301,-79.3237
Purple loosestrife,44.331,-79.3225
Purple loosestrife,44.331,-79.3225
Purple loosestrife,44.3311,-79.3224
Purple loosestrife,44.3327,-79.3177
Purple loosestrife,44.3303,-79.326
Purple loosestrife,44.3319,-79.329
Purple loosestrife,44.3327,-79.3176
Purple loosestrife,44.4908,-76.0006
Purple loosestrife,44.4837,-75.9936
Purple loosestrife,44.504,-76.04
Purple loosestrife,44.8912,-77.1956
Purple loosestrife,44.9005,-77.2042
Purple loosestrife,45.2635,-76.1469
Purple loosestrife,45.2593,-76.1461
Purple loosestrife,45.2558,-76.1511
Purple loosestrife,45.0542,-75.681
Purple loosestrife,45.2567,-79.0588
Purple loosestrife,46.5431,-84.2877
Purple loosestrife,44.5328,-78.751
Purple loosestrife,48.7222,-94.5696
Purple loosestrife,44.1037,-78.3366
Purple loosestrife,44.1037,-78.3366
Purple loosestrife,44.103,-78.3367
Purple loosestrife,44.103,-78.3367
Purple loosestrife,44.103,-78.3367
Purple loosestrife,44.103,-78.3367
Purple loosestrife,44.103,-78.3367
Purple loosestrife,44.103,-78.3367
Purple loosestrife,44.1018,-78.3363
Purple loosestrife,44.0766,-78.3477
Purple loosestrife,44.4467,-78.6459
Purple loosestrife,44.4488,-78.6441
Purple loosestrife,44.4501,-78.6423
Purple loosestrife,44.5721,-78.7342
Purple loosestrife,44.6048,-78.7412
Purple loosestrife,44.5721,-78.7342
Purple loosestrife,44.5721,-78.7342
Purple loosestrife,44.5609,-78.7293
Purple loosestrife,44.552,-78.7248
Purple loosestrife,44.5503,-78.7239
Purple loosestrife,44.5408,-78.7044
Purple loosestrife,44.5338,-78.6969
Purple loosestrife,44.5299,-78.6949
Purple loosestrife,44.523,-78.6915
Purple loosestrife,46.268,-83.9464
Purple loosestrife,46.268,-83.9464
Purple loosestrife,48.6139,-90.2211
Purple loosestrife,44.0997,-78.4081
Purple loosestrife,44.0942,-78.3999
Purple loosestrife,44.8286,-76.3135
Purple loosestrife,44.0722,-78.3788
Purple loosestrife,44.0641,-78.3192
Purple loosestrife,44.0273,-78.3014
Purple loosestrife,44.0352,-78.323
Purple loosestrife,44.0336,-78.3483
Purple loosestrife,44.0577,-78.4014
Purple loosestrife,44.0496,-78.4326
Purple loosestrife,44.042,-78.429
Purple loosestrife,44.0338,-78.416
Purple loosestrife,43.9813,-78.3168
Purple loosestrife,44.2959,-78.3162
Purple loosestrife,43.9343,-78.4313
Purple loosestrife,44.2521,-78.7654
Purple loosestrife,44.1045,-78.9404
Purple loosestrife,44.1073,-78.9447
Purple loosestrife,43.6271,-79.4753
Purple loosestrife,48.6895,-94.2497
Purple loosestrife,42.9606,-81.3277
Purple loosestrife,44.5047,-76.0422
Purple loosestrife,43.9473,-80.1048
Purple loosestrife,44.539,-78.7844
